7, 81.20743034055728
8, 81.20743034055728
12, 83.63777089783282
9, 81.20227038183694
3, 81.20227038183694
9, 81.19711042311661
7, 81.22291021671826
7, 81.22291021671826
7, 81.2280701754386
8, 81.22291021671826
13, 97.03818369453045
10, 81.19711042311661
4, 81.20743034055728
9, 90.72239422084623
15, 81.19711042311661
11, 81.19711042311661
19, 81.20227038183694
8, 81.20743034055728
5, 81.19711042311661
12, 81.20743034055728
8, 81.19711042311661
8, 81.19711042311661
9, 81.20227038183694
15, 81.19711042311661
7, 81.20743034055728
15, 81.19711042311661
12, 81.21259029927761
6, 81.24871001031991
10, 81.3983488132095
13, 87.50257997936016
7, 81.21775025799793
17, 95.20639834881321
8, 81.19711042311661
8, 81.19711042311661
11, 91.28998968008256
6, 81.19711042311661
9, 81.19711042311661
4, 81.19711042311661
6, 81.23839009287926
7, 81.20227038183694
4, 81.21775025799793
5, 81.19711042311661
11, 81.57378740970073
17, 81.24355005159958
10, 81.19711042311661
3, 81.19711042311661
12, 81.19711042311661
11, 81.24355005159958
8, 81.21775025799793
9, 82.4406604747162
4, 81.19711042311661
7, 81.19711042311661
9, 85.14447884416924
4, 81.2280701754386
11, 81.19711042311661
10, 81.22291021671826
15, 81.19711042311661
12, 81.19711042311661
10, 81.19711042311661
14, 81.19711042311661
6, 81.19711042311661
7, 83.41073271413829
10, 91.17647058823529
7, 81.19711042311661
9, 81.19711042311661
7, 81.21259029927761
8, 81.22291021671826
15, 81.19711042311661
12, 81.19711042311661
11, 81.21775025799793
5, 81.20227038183694
16, 81.19711042311661
14, 81.25902992776058
5, 81.24355005159958
9, 81.25902992776058
8, 81.19711042311661
11, 85.64499484004128
10, 81.23839009287926
8, 81.20743034055728
9, 81.25386996904025
4, 81.19711042311661
8, 81.20743034055728
11, 81.20743034055728
11, 81.20227038183694
12, 81.98658410732715
10, 81.19711042311661
7, 81.19711042311661
2, 81.21775025799793
7, 81.19711042311661
13, 81.40866873065015
6, 81.20743034055728
9, 98.48813209494324
6, 81.20743034055728
5, 81.19711042311661
21, 81.23323013415893
8, 81.20227038183694
12, 81.19711042311661
7, 81.19711042311661
9, 81.20743034055728
14, 85.99587203302373
5, 81.20743034055728
9, 81.19711042311661
10, 81.3467492260062
10, 81.19711042311661
9, 81.19711042311661
9, 81.19711042311661
8, 81.21259029927761
9, 81.20743034055728
10, 81.25386996904025
3, 81.20227038183694
7, 81.24871001031991
4, 81.19711042311661
7, 81.19711042311661
8, 81.25386996904025
11, 81.19711042311661
8, 81.19711042311661
9, 81.21259029927761
18, 90.84623323013416
9, 81.21775025799793
5, 81.20227038183694
9, 81.19711042311661
9, 81.21775025799793
5, 81.19711042311661
6, 97.82765737874097
15, 81.19711042311661
12, 81.24355005159958
12, 81.24871001031991
8, 81.19711042311661
16, 81.19711042311661
17, 82.97729618163055
19, 81.20743034055728
5, 81.24871001031991
9, 96.17131062951496
9, 81.19711042311661
4, 81.21775025799793
7, 82.03302373581012
4, 81.19711042311661
12, 81.25386996904025
10, 81.19711042311661
3, 81.19711042311661
6, 81.20227038183694
6, 81.20227038183694
14, 81.19711042311661
8, 81.23323013415893
6, 81.24355005159958
16, 81.25386996904025
13, 81.19711042311661
14, 81.37254901960785
6, 81.20227038183694
14, 81.49122807017544
8, 81.19711042311661
14, 89.84004127966976
8, 81.19711042311661
9, 90.7327141382869
18, 81.20743034055728
7, 81.20227038183694
3, 81.20743034055728
7, 87.62125902992776
