1,51.60990712
2,51.5995872
3,51.5995872
4,51.5995872
5,51.5995872
6,52.14654283
7,56.51186791
8,56.46542828
10,56.3880289
11,64.24664603
12,64.21052632
13,64.21568627
1,51.60474716
2,51.5995872
3,64.12280702
4,64.16408669
5,64.18472652
6,64.1744066
7,64.04024768
8,63.99380805
9,63.89576883
10,63.84932921
11,63.76160991
12,63.74097007
14,63.66873065
15,63.67389061
1,51.60474716
2,51.65118679
3,51.5995872
4,51.5995872
5,51.5995872
6,51.5995872
7,51.5995872
8,51.5995872
9,51.5995872
10,58.92672859
11,58.74613003
12,58.55521156
14,58.42105263
1,51.62022704
2,51.5995872
3,51.5995872
4,51.5995872
5,51.5995872
6,51.5995872
7,51.5995872
8,51.5995872
9,51.5995872
10,51.5995872
11,51.5995872
12,51.5995872
13,51.5995872
14,55.35603715
15,55.45407637
1,51.60474716
2,51.76986584
3,51.5995872
4,52.64705882
5,53.64809082
6,64.0505676
7,63.98348813
8,63.84416925
9,63.69453044
10,63.62745098
11,63.60681115
12,63.5500516
13,63.49329205
16,63.47265222
17,63.39009288
1,51.60474716
2,51.5995872
3,64.2621259
6,64.36016512
7,64.39112487
8,64.29824561
9,64.27760578
10,64.09184727
11,64.08668731
12,64.05572755
13,64.06088751
14,64.05572755
15,64.00412797
16,63.95768834
1,51.60990712
2,57.69865841
3,57.53353973
4,57.42002064
5,64.08152735
6,64.02992776
8,63.99896801
10,63.9628483
12,63.94220846
1,51.7131063
2,55.3250774
3,63.73581011
4,63.95252838
5,63.89576883
6,63.91640867
7,63.96800826
9,63.7874097
10,63.75644995
11,63.74613003
13,63.68421053
14,63.68421053
15,63.6119711
1,51.60990712
2,61.42414861
3,60.90299278
4,60.31475748
5,60.01547988
6,59.60784314
7,59.42208462
8,58.99896801
9,58.61713106
10,64.16924665
11,64.08152735
12,64.03508772
13,63.94736842
1,51.61506708
2,57.77089783
3,57.82249742
4,64.12280702
6,64.10732714
7,63.9370485
9,63.89576883
10,63.83900929
11,63.80288958
12,63.76160991
13,63.65841073
1,51.60990712
2,51.80598555
3,63.0753354
4,62.82249742
5,61.86790506
6,61.00619195
7,60.74303406
8,60.05159959
10,59.62848297
11,59.47368421
12,59.27244582
13,59.08668731
14,59.09184727
15,64.13312693
1,51.60474716
